Key,Item Type,Publication Year,Author,Title,Publication Title,ISSN,DOI,Url,Abstract Note,Date,Date Added,Pages,Issue,Volume,Journal Abbreviation,Language,Rights,Archive,Archive Location,Notes,Manual Tags
2W4DNE8P,journalArticle,2021,"Rana, Aziz","Keynote Speech, UCLA Law Review Symposium 2020: Law and Empire in the American Century.",UCLA Law Review,,,https://research.ebsco.com/linkprocessor/plink?id=f69649e7-2f08-3833-be34-bbcab966c7c8,"This keynote speech was delivered on January 31, 2020. It argues that dominant narratives of American legal liberalism and global exceptionalism increasingly find themselves under real political and intellectual strain, even among mainstream scholars and practitioners of constitutional law and public international law. The speech then draws from Critical Race Theory (CRT) and Third World Approaches to International Law (TWAIL) to articulate a competing account of the meaning of American power in the twentieth century, grounded in histories of race and empire. It concludes by reflecting on the current challenges to the established American global legal vision and the potential spaces that may now exist for an alternative politics of transnational solidarity.",2021,9/29/25 19:28,,6,67,UCLA Law Review,,,,,,Constitutional law; Critical race theory; Exceptionalism (Political science); International law; Liberalism; Race
MV9W4YKA,journalArticle,2023,"Becher, Debbie",Land Inequalities in the United States,Annual Review of Sociology,"0360-0572, 1545-2115",10.1146/annurev-soc-030420-122704,https://www.annualreviews.org/doi/10.1146/annurev-soc-030420-122704,"Outside of Indigenous studies, sociologists tend to treat land in the United States as governed exclusively by an entrenched private-property regime: Land is a commodity and an object for individual control. This review presents land in the United States as more complicated and contingent. State law and related ideas comprise a dominant, hegemonic power that often appears unitary, coherent, and all-powerful. And yet, land takes on diverse cultural, legal, and material forms—within written laws and official practices, and in informal practices and cultures. Inequalities emerge as these different forms of land provide power, material goods, and a sense of belonging to some while excluding others, and as marginalized groups assert access, security, and meaning in land. Three sections of the review—land tenures, land regulations, and social identities—present conversations about how human relationships with land diverge from the treatment of land as a settled object for individual control.",7/31/23,9/15/25 18:31,421-441,1,49,Annu. Rev. Sociol.,en,http://creativecommons.org/licenses/by/4.0/,,,,
JSX3S867,journalArticle,2024,"Rumel, John E.",LET'S GET CRITICAL: THE RIGHTS AND OBLIGATIONS OF SCHOOL DISTRICT STAKEHOLDERS UNDER STATE LAWS LIMITING OR BANNING DISCUSSION OF CRITICAL RACE THEORY IN K-12 CLASSROOMS.,Brigham Young University Education & Law Journal,,,https://research.ebsco.com/linkprocessor/plink?id=ebb4d5ba-2e07-3c2d-a2d3-08be1bf96c42,"The article focuses on the national debate surrounding Critical Race Theory (CRT) and the swift response of state legislatures to enact Anti-Critical Race Theory (anti-CRT) bills. It explores various aspects of these laws that are relevant to K-12 education law scholars, attorneys, judges, and primary and secondary public school stakeholders.",2024,9/29/25 19:28,,1,2024,Brigham Young University Education & Law Journal,,,,,,Critical race theory; Cultural pluralism; Due process of law; Elementary and Secondary Schools; Gay couples; Same-sex marriage; School districts; State power
9KKRL6AQ,journalArticle,2023,"Shulsky, Debby; Baker, Sheila; Lastrapes, Renée E.",MAKING SENSE OF THE MESSAGE.,Curriculum & Teaching Dialogue,,,https://research.ebsco.com/linkprocessor/plink?id=8cd3ca28-8f09-3d35-8140-21930ccd59aa,"In December 2021, Texas lawmakers passed a bill related to the national debate and politicization of critical race theory (CRT). Texas Senate Bill 3 seemingly limits the teaching of ""sensitive"" topics. These perceived limitations may present challenges for social studies teachers in the state. This study examines the knowledge and perspectives of social studies educators regarding Texas SB 3 and its impact on Texas 6-12 social studies teachers' classroom pedagogy.",2023,9/29/25 19:28,,2-Jan,25,Curriculum & Teaching Dialogue,,,,,,Critical race theory; Legislative bills; Research and Development in the Social Sciences and Humanities; Social sciences education; Teachers; Texas
QDJ2DVDC,webpage,2023,"Antolino, Nicole",Throwing in the Towel: Federal Consequences for Retiring Professional Athletes in 2023,Moorad Sports Law Journal Blog,,,https://www1.villanova.edu/villanova/law/academics/sportslaw/commentary/mslj_blog/2023/ThrowingintheTowel.html,,3/23/23,9/29/25 19:27,,,,,,,,,,
Y6WJ5CJI,book,2023,"Yin, Robert",Case Study Research and Applications: Design and Methods,,,,,,2023,9/29/25 19:27,,,,,,,,,,
CXII5S5C,book,2023,"Lewis, Phillip; Saunders, Mark; Thornhill, Adrian",Research Methods for Business Students,,,,,,2023-03,9/29/25 19:27,,,,,,,,,,
LARGFV9Z,book,2023,"Birks, Melanie; Mills, Jane",Grounded theory: A practical guide,,,,,,1/31/23,9/29/25 19:27,,,,,,,,,,
LHQY6KG5,journalArticle,2024,"Rawlins, Michelle L. Weber; Bacon, Cailee E. Welch; Tomporowski, Phillip; Gay, Jennifer L.; Bierema, Laura; Schmidt, Julianne D.","Masculinity, Optimism Bias, and Perceived Pressure from Stakeholders Influence on Student-Athlete Concussion Reporting Intentions and Behavior",Journal of American College Health,0744-8481; 1940-3208,,https://research.ebsco.com/linkprocessor/plink?id=9859dc55-ef1e-312a-83f7-48f35f1eaca9,"Objective: Determine how a) masculinity, b) optimism bias, and c) perceived pressure from stakeholders predict concussion reporting intentions and behavior. Participants: Collegiate student-athletes (n = 369). Methods: Student-athletes completed surveys of Conformity to Masculine Norms Inventory-46 (nine sections), optimism bias (optimist, neutral, pessimist), perceived pressure from stakeholders (six stakeholder sections), reporting intentions (symptom and concussion), and behavior (symptom and concussion). Four separate stepwise multivariate regression analyses were conducted. Results: A one-point increase in playboy, heterosexual self-preservation, being neutral or optimist compared to a pessimist symptom reporting intention decreased. A one-point increase in sport primacy, perceived pressure from athletic administration, being neutral or optimist compared to pessimist concussion reporting intentions increased 0.05, and decreased 0.23, 0.35, and 0.32, respectively. A one-point incr",2024,9/29/25 19:27,2441-2447,8,72,,,,,,,Athletics; Brain; College Students; Head Injuries; Intention; Masculinity; Negative Attitudes; Positive Attitudes; Predictor Variables; Psychological Patterns; Self Disclosure (Individuals); Social Influences; Stakeholders; Stress Variables; Student Athletes; Student Behavior
8DGBWQBV,webpage,2023,NAPFA,Find an Advisor,National Association of Personal Financial Advisors,,,https://www.napfa.org/find-an-advisor,,2023,9/29/25 19:27,,,,,,,,,,
5YGE86YM,report,2023,"Huma, Ramogi; Staurowsky",The $6 billion heist: Robbing college athletes under the guise of amateurism,,,,https://www.ncpanow.org/studies-revenue/study-the-6-billion-heist-robbing-college-athletes-under-the-guise-of-amateurism,,2023,9/29/25 19:27,,,,,,,,,,
RPU25MSE,report,2023,"Conner John Heros, BY; Mark Jenks, Professor",Heros 1 AFTER ATHLETICS: HOW WELL PREPARED ARE HIGH LEVEL STUDENT ATHLETES FOR LIFE AFTER THEIR LAST GAME?-A STUDY OF THE HIGH SCHOOL AND COLLEGE LEVELS,,,,,,2023,9/29/25 19:27,,,,,,,,,,
IULUKPS5,thesis,2023,"Ignacio Tupacyupanqui, Luis",Why Most Pro-Athletes go Broke soon after Retirement. A Methodological Investigation of the Causative Factors,,,,,,2/23/23,9/29/25 19:27,,,,,,,,,,
7NLKM7GE,report,2023,"Thompson, Michael",Put your Mouth where the Money is: The Need for Federal Regulation of NIL rights in College Athletics,,,,https://digitalcommons.law.lsu.edu/jsjp/vol3/iss1/12,,2023,9/29/25 19:27,2023,,,,,,,,,
53UR2IYD,thesis,2023,"Shillingford, Darnel",Effectively Influencing Personal Financial Management and Financial Preparedness Among Athletes,,,,,,2023-04,9/29/25 19:28,,,,,,,,,,athletes; budgeting; financial literacy; financial preparedness; investing
M6NYGNFG,webpage,2023,"Polycarpou, Vasilia",Athletes: Giving in to the pressure of friends and family,Money Smart Athlete Blog,,,moneysmartathlete.com/balancing-wealth-and-responsibility/athletes-giving-in-to-the-pressure-of-friends-and-family,,4/5/23,9/29/25 19:28,,,,,,,,,,
YRRG4FM4,webpage,2023,"Goel, Abhinav; Batra, Gurdeep",Generative AI transforming wealth and asset management,EY,,,ey.com/en_us/insights/financial-services/generative-ai-transforming-wealth-and-asset-management,,10/23/23,9/29/25 19:28,,,,,,,,,,
394L4IYJ,journalArticle,2002,"Bell, J.S.",Narrative inquiry: More than just telling stories,TESOL Quarterly,,,,,2002,9/29/25 19:28,207-213,2,36,,,,,,,
ZV33WXMV,journalArticle,2024,"Bertrand, Ariell Rose; Lyon, Melissa Arnold; Jacobsen, Rebecca",Narrative spillover: A narrative policy framework analysis of critical race theory discourse at multiple levels.,Policy Studies Journal,,10.1111/psj.12523,https://research.ebsco.com/linkprocessor/plink?id=4b574fe7-250c-39a5-82e6-fb663ebd6966,"Narrative storytelling surrounds us. Narratives are especially salient in politics, as policy problems do not simply exist, but are actively created through the stories policy actors tell. Scholars introduced the narrative policy framework (NPF) to create a generalized framework for studying how policy actors use storytelling strategically to influence policy. We use the NPF to examine the recent rise of critical race theory (CRT) in policy debates. We demonstrate that increasing exposure to the ban‐CRT narrative plots led to greater support for a ban on CRT, particularly for White and Republican individuals. Finally, we introduce and test the concept of narrative spillover, which provides a new way of thinking about how micro, meso, and macro policy narratives interact to influence‐related political beliefs and macrolevel beliefs about institutions and culture.",2024,9/29/25 19:28,,2,52,Policy Studies Journal,,,,,,Critical analysis; Critical race theory; Policy analysis; Story plots
37SQETVZ,journalArticle,2024,"Nicolai, Korinthia D.; Morton, Terrell R.; La Torre, Corina De; DeCuir‐Gunby, Jessica T.; Koenka, Alison C.",Navigating growing pains: Tensions in integrating critical race theory in psychology and strategies for addressing them.,Journal of Social Issues,,10.1111/josi.12602,https://research.ebsco.com/linkprocessor/plink?id=833779b7-cc4d-3283-a19a-4a07bbbf5010,"Recently there has been an uptake in the call for research that explores race and racism within the context of psychology. Researchers can use Critical Race Theory (CRT) to do so. However, scholars within the field of psychology may confront growing pains when integrating psychology research with CRT due to their respective inquiry worldviews—postpositivism and critical—which result in several tensions pertaining to the framing of research and methods. These tensions may limit the uptake of CRT in psychology and may cause people to struggle to understand CRT. Therefore in this article, we describe (a) CRT and related frameworks, (b) tensions when integrating CRT into psychology, and (c) strategies to attenuate the tensions. Additionally, we highlight the importance of identity and the political choice of using CRT. It is critical for psychology researchers to challenge dominant postpositivist research inquiry worldviews and deconstruct what is considered ""legitimate knowledge."" By doing so, we can (a) validate experiences and vast forms of knowledge that shape the reality of People of Color and our families, communities, and cultures and (b) challenge systems of oppression.",2024,9/29/25 19:28,,1,80,Journal of Social Issues,,,,,,Critical race theory; Educational psychology; Educational Support Services; Identity (Psychology); Racism in psychology; Social justice; Social psychology
IVM76DJQ,journalArticle,2024,Yulu Hou,NAVIGATING SYSTEMIC RACISM: A CRITICAL RACE ANALYSIS OF DOCTORAL STUDENTS' CAREER CHOICES IN THE USA.,International Journal of Doctoral Studies,,10.28945/5399,https://research.ebsco.com/linkprocessor/plink?id=f7586e12-6eeb-39e4-b733-6f4d54d3aefb,"Aim/Purpose This paper aims to explore the nuanced career choices of doctoral students in the USA through the lens of Critical Race Theory (CRT), addressing the underrepresentation and systemic challenges faced by students of color in their postdoctoral career paths. Background Despite increasing diversity in doctoral programs, racial and ethnic disparities persist in career outcomes. This paper examines how racial identities and systemic inequalities influence the career aspirations and decisions of doctoral students, highlighting the need for race-conscious dialogue in career development. Methodology A narrative literature review was conducted, focusing on peer-reviewed articles published between 2013 and 2023. The analysis utilized CRT to identify and examine themes related to race and career choices among doctoral students. A total of 23 articles were reviewed to assess the influence of race on career decision-making processes. Contribution This paper contributes to the body of knowledge by applying CRT to understand the career choices of doctoral students, a perspective that has been underutilized in this context. By integrating a race-conscious lens, this approach builds on existing literature and challenges dominant narratives in doctoral education, emphasizing the critical role of race and systemic factors in shaping career pathways. Findings The review identifies three major themes: (1) the endemic nature of racism in career choices, (2) the role of counter-storytelling in the career aspirations of students of color, and (3) the intersectionality of race with other identities influencing career decisions. These findings reveal how systemic racism and personal narratives intersect to impact the career trajectories of doctoral students, especially those from underrepresented backgrounds. Recommendations for Practitioners Universities should recognize and address the role of race in career choices by fostering inclusive environments, providing culturally responsive mentoring, and validating diverse career paths beyond academia. Enhanced support for students from underrepresented groups is essential to mitigate systemic barriers. Recommendations for Researchers Future research should continue to explore the intersectionality of race, gender, and class in doctoral students' career decisions. Qualitative studies focusing on the experiential knowledge of underrepresented students and examining alternative career pathways outside academia are particularly needed. Impact on Society Understanding the racial dynamics in doctoral education can lead to more equitable career opportunities and contribute to diversifying the nation's intellectual and professional workforce. This paper underscores the importance of addressing systemic racism to create inclusive academic and professional environments. Future Research Further studies should investigate the structural and institutional factors that shape career pathways for doctoral students, with a focus on how academic and racial biases influence career choices. Expanding the scope to include international doctoral students and their unique challenges in career decision-making is also recommended.",2024,9/29/25 19:28,,,19,International Journal of Doctoral Studies,,,,,,Career development; Critical race theory; Doctoral students; Institutional racism; Mentoring; Professional and Management Development Training; Vocational guidance; Vocational Rehabilitation Services
DBFQVM4U,journalArticle,2019,"Comeaux, Eddie; Crandall, Rebecca",NCAA Division I Athletes’ Engagement in Educationally Sound Activities: A Review of the Research,Journal of Athlete Development and Experience,,10.25035/jade.01.02.03,,"Today’s academic support centers will have to forge a more authentically responsive approach to address the needs of intercollegiate athletes in U.S. higher education. This approach must include new and different ways of thinking about all athletes and the quality of their educational experience. This article presents findings from a review of a steadily growing body of research on the benefits of educationally sound engagement activities for Division I athletes. The review indicates that participating in purposeful engagement activities enhances athletes’ personal and academic self-concept and their collective learning and communication skills. These academic-related activities for athletes are conditional on sport demands and the campus climate. The article concludes with an introduction to the Career Transition Scorecard, a data-driven approach to fostering evidence-based practices among practitioners that can improve academic engagement activities among athletes by race/ethnicity, gender, and type of sport.",2019-08,9/29/25 19:27,,2,1,,,,,,,
UH6LU96M,journalArticle,2021,"Guth, Douglas J.","New Challenges, New Strengths: Students of Disparate Backgrounds Face Similar Challenges in the Face of COVID-19",Community College Journal,1067-1803,,https://research.ebsco.com/linkprocessor/plink?id=7bbef19b-307f-3d3f-a4cd-d7d6f367fae5,"Community colleges are utilizing unique support programs and disparate modes of learning to build community in the era of COVID-19. Student of different backgrounds are finding themselves facing similar challenges during the pandemic. This article profiles a student-athlete, an immigrant, a full-time worker, and a student of color from an underprivileged background.",2021,9/29/25 19:27,20-25,4,91,,,,,,,At Risk Students; Athletes; Barriers; College Athletics; Community Colleges; Coping; COVID-19; Disadvantaged Youth; First Generation College Students; Immigrants; Minority Group Students; Pandemics; School Closing; Student Employment; Student Experience; Student Needs; Two Year College Students
4MWUXI9K,journalArticle,2025,"Bailey, Ainsworth A; Rapp, Geoffrey Christopher; Tysiak, Shawn",NIL Education at Universities As Student Athletes Face the Wild West,Fordham Law Review,,,https://ir.lawnet.fordham.edu/flr/vol93/iss5/1,,2025,9/29/25 19:27,1515-1527,5,93,,,,,,,
F8KY4SPT,journalArticle,2023,"Kisska-Schulze, Kathryn",NIL: The Title IV Financial Aid Enigma,Oklahoma Law Review,,,https://www.sportico.com/leagues/college-sports/2022/march-,"In perhaps the most historic revolution in modern-day college sports, California Governor Gavin Newsom signed into law the Fair Pay to Play Act (""FPTPA"") on September 30, 2019, allowing student-athletes to financially benefit from their Name, Image, and Likeness (""NIL""). Though the National Collegiate Athletic Association (""NCAA"") initially attacked the bill as a threat to the student-athlete model, it quickly changed its stance in support of NIL earnings. While monumental, allowing student-athletes to financially benefit from NIL is not a panacea. Across all NCAA divisions, less than 2% of student-athletes receive athletic scholarships. Of those, 48.5% still require some form of federal Title IV need-based aid. This Article investigates the relationship between Title IV and NIL income and examines the potential consequences facing student-athletes who capitalize off their NIL, but rely on Title IV funding to finance their higher education.",2023,9/29/25 19:28,145-173,1,76,,,,,,,
J2UN6GIL,journalArticle,2025,"McLinton, S. S. and Webb, S. N. and Glazbrook, M. R.","Not worth watching? Examining gender bias, perceptions of ability, and consumer behaviour for the Women’s Australian Football League",Australian Journal of Psychology,,10.1080/00049530.2025.2543796,,,2025,9/29/25 19:28,145-161,2,77,Australian Journal of Psychology,,,,,,ABDC; Behavioral Economics; CRT; Finance/Contracts
FTE6RPIM,journalArticle,2022,"Ramírez-Ruiz, Jorge; Moreno-Bote, Rubén",Optimal Allocation of Finite Sampling Capacity in Accumulator Models of Multialternative Decision Making,Cognitive Science,1551-6709,,https://research.ebsco.com/linkprocessor/plink?id=26c257b2-09f2-3adc-8ce7-c7fd9445a41c,"When facing many options, we narrow down our focus to very few of them. Although behaviors like this can be a sign of heuristics, they can actually be optimal under limited cognitive resources. Here, we study the problem of how to optimally allocate limited sampling time to multiple options, modeled as accumulators of noisy evidence, to determine the most profitable one. We show that the effective sampling capacity of an agent increases with both available time and the discriminability of the options, and optimal policies undergo a sharp transition as a function of it. For small capacity, it is best to allocate time evenly to exactly five options and to ignore all the others, regardless of the prior distribution of rewards. For large capacities, the optimal number of sampled accumulators grows sublinearly, closely following a power law as a function of capacity for a wide variety of priors. We find that allocating equal times to the sampled accumulators is better than using uneven tim",2022,9/29/25 19:27,null-null,5,46,,,,,,,Cognitive Processes; Decision Making; Heuristics; Models; Reaction Time
X4ITPZJT,journalArticle,2017,"Lusardi, Annamaria; Michaud, Pierre-Carl; Mitchell, Olivia S",Optimal financial knowledge and wealth inequality,Journal of Political Economy,,,,"We show that financial knowledge is a key determinant of wealth inequality in a stochastic lifecycle model with endogenous financial knowledge accumulation, where financial knowledge enables individuals to better allocate lifetime resources in a world of uncertainty and imperfect insurance. Moreover, because of how the U.S. social insurance system works, better-educated individuals have most to gain from investing in financial knowledge. Our parsimonious specification generates substantial wealth inequality relative to a one-asset saving model and one where returns on wealth depend on portfolio composition alone. We estimate that 30-40 percent of retirement wealth inequality is accounted for by financial knowledge.",2017,9/29/25 19:28,Jan-63,2,125,,,,,,,
TY8ECA5X,journalArticle,2022,"Hong, Hee Jung; Fraser, Ian",Organisational Support for High-Performance Athletes to Develop Financial Literacy and Self-Management Skills,Journal of Risk and Financial Management,19118074,10.3390/jrfm15010017,,"This paper reports the results of analysing desk-based data on organisational support for high performance athletes to develop their financial literacy and self-management skills when transitioning out of sport. There are two research questions: (1) Do sport organisations provide support schemes or other interventions such that high-performance athletes develop their financial literacy and self-management skills? and (2) Do sport organisations provide financial support schemes for high-performance athletes’ retirements? If so, what do they involve? Desk-based data collection was applied to 23 sporting organisations; these comprised 21 national organisations representing 19 coun-tries, the International Olympic Committee (IOC) and the Oceanic National Olympic Committee (ONOC). Fifteen of the 23 organisations, representing 14 countries, provided some support or interventions on financial planning and self-management within their career assistance programmes. The findings also indicate that most organisations in 17 different countries did not provide any financial support for athletes’ retirements. While a number of sport organisations have developed appropriate interventions to assist high-performance athletes to develop financial literacy and self-management skills, such schemes appear only to be provided to high-performance athletes who have competed at the highest level e.g., Olympics, world championships, etc. Support for athletes at lower levels should also be developed and delivered by national governments, or by national sport organisations.",1/1/22,9/29/25 19:27,,1,15,,,,,,,career development and self-management; career transitions in sport; financial literacy; financial well-being; organisational support
D2A7GGQX,journalArticle,2019,"Shrestha, Yash Raj; Ben-Menahem, Shiko M.; von Krogh, Georg",Organizational Decision-Making Structures in the Age of Artificial Intelligence,California Management Review,21628564,10.1177/0008125619862257,,"How does organizational decision-making change with the advent of artificial intelligence (AI)-based decision-making algorithms? This article identifies the idiosyncrasies of human and AI-based decision making along five key contingency factors: specificity of the decision search space, interpretability of the decision-making process and outcome, size of the alternative set, decision-making speed, and replicability. Based on a comparison of human and AI-based decision making along these dimensions, the article builds a novel framework outlining how both modes of decision making may be combined to optimally benefit the quality of organizational decision making. The framework presents three structural categories in which decisions of organizational members can be combined with AI-based decisions: full human to AI delegation; hybrid—human-to-AI and AI-to-human—sequential decision making; and aggregated human–AI decision making.",8/1/19,9/29/25 19:28,66-83,4,61,,,,,,,algorithms; artificial intelligence; decision making; delegation; organizational structure
J5HEHUII,journalArticle,2025,"Conyers, Addrain; Wright Fields, Christina",Paralyzing DEI: A critical analysis of anti-CRT legislation.,Administrative Theory & Praxis (Taylor & Francis Ltd),,10.1080/10841806.2025.2449783,https://research.ebsco.com/linkprocessor/plink?id=7f47b2a0-ce0d-3b64-9fd4-ab89954be420,"AbstractThe United States is currently embroiled in political conflict over diversity, equity, and inclusion (DEI), with a particular focus on Critical Race Theory (CRT) and DEI programming. In this article, we use a racial paralysis lens to analyze anti-CRT and anti-DEI legislation, identifying four stages of institutional racial paralysis: counteraction, concealing the motive, moral panic, and pervasive monitoring. We propose that anti-CRT and anti-DEI policies represent an administrative response to undermine and paralyze organizational DEI efforts, thereby maintaining existing power structures and inhibiting progress toward equity and inclusion. By analyzing these stages, we highlight the underlying processes that reinforce and perpetuate resistance to DEI initiatives.",2025,9/29/25 19:28,,,,Administrative Theory & Praxis (Taylor & Francis Ltd),,,,,,Critical analysis; Critical race theory; Diversity & inclusion policies; Moral panics; Paralysis
Q6WCZ7YA,journalArticle,2012,"Fryer, R. G. and Levitt, S. D. and List, J. A.",Parental incentives and early childhood achievement: A field experiment in Chicago Heights,Quarterly Journal of Economics,,10.1093/qje/qjs017,,,2012,9/29/25 19:28,1243-1285,3,127,Quarterly Journal of Economics,,,,,,ABDC; Behavioral Economics; Decision Intelligence; Systems Thinking
NDFKZU26,journalArticle,2025,"Stewart, Saran; Tuitt, Frank; Schlabach, Kelly",Plantation Pedagogy and the Politics of Erasure: A Critical Policy Discourse Analysis of anti-CRT Laws in Higher Education.,Journal of Higher Education,,10.1080/00221546.2025.2542703,https://research.ebsco.com/linkprocessor/plink?id=869b6e3d-29e5-31ee-b57c-d879f15b3801,"Across the country, there have been 870 anti-critical race theory (CRT) legal instruments introduced, attempting to curtail learning about race and racism in the United States. Some of these bills target higher education learning environments, raising the question: What can professors do as pedagogical acts of resistance in the classroom, attempting to maintain bell hooks’ ideal of “education as a practice of freedom?” The purpose of this article is to offer a critical policy discourse analysis (CPDA) of legal instruments targeting higher education learning environments utilizing the framework of plantation pedagogy to identify how the legislative attacks represent recent efforts to protect White interests and maximize White privilege. Patterns in the data suggest these policies seek to implement: 1) reclamation of the learning environment: prohibition and policing of CRT; 2) ideological severing of the minds and bodies of racially minoritized students; and 3) acculturation and assimilation to whiteness: (re)enforcing White hegemonic pedagogical practices. Implications for minimizing the negative impact of these anti-CRT legal instruments are presented as we offer considerations for educators to engage in resistance teaching.",2025,9/29/25 19:28,,,,Journal of Higher Education,,,,,,Critical pedagogy; Critical race theory; Higher education; Institutional racism; Policy discourse; Racial minorities; United States; White privilege
SHUN559L,journalArticle,2022,"Moolman, J.",Proposing a network of advisors that could guide a professional athlete's financial decisions in pursuit of sustainable financial well-being,Managing Sport and Leisure,,10.1080/23750472.2022.2050469,,,2022,9/29/25 19:28,259-276,3,27,Managing Sport and Leisure,,,,,,ABDC; Behavioral Econ; Behavioral Economics; Finance/Wealth; Systems Thinking
NMBCRPJ4,journalArticle,1979,"Kahneman, D. and Tversky, A.",Prospect theory: An analysis of decision under risk,Econometrica,,10.2307/1914185,,,1979,9/29/25 19:28,263-292,2,47,Econometrica,,,,,,ABDC; Behavioral Economics; Decision Intelligence; Systems Thinking
4S9EBISN,journalArticle,2015,"Baxter, Pamela; Jack, Susan",Qualitative Case Study Methodology: Study Design and Implementation for Novice Researchers,The Qualitative Report,1052-0147,10.46743/2160-3715/2008.1573,,"Qualitative case study methodology provides tools for researchers to study complex phenomena within their contexts. When the approach is applied correctly, it becomes a valuable method for health science research to develop theory, evaluate programs, and develop interventions. The purpose of this paper is to guide the novice researcher in identifying the key elements for designing and implementing qualitative case study research projects. An overview of the types of case study designs is provided along with general recommendations for writing the research questions, developing propositions, determining the “case” under study, binding the case and a discussion of data sources and triangulation. To facilitate application of these principles, clear examples of research questions, study propositions and the different types of case study designs are provided.",1/14/15,9/29/25 19:27,,,,,,,,,,
Z2JJC8CP,journalArticle,2022,"Allsop, David B.; Chelladurai, Joe M.; Kimball, Elisabeth R.; Marks, Loren D.; Hendricks, Justin J.",Qualitative Methods with Nvivo Software: A Practical Guide for Analyzing Qualitative Data,Psych,,10.3390/psych4020013,,"From 1995–2016, there has been a 15-fold increase in qualitative scholarship in the social sciences, but the rigor and quality of published work has ranged widely. Little scholarship provides concrete, pragmatic explanations of (and directions regarding) the execution of systematic, high-rigor qualitative analysis. The present article guides the developing qualitative researcher through technical and procedural aspects of analyzing qualitative data with specific attention to reliability and rigor. Guidance addressing transcription, importing data, forming coding pairs, performing initial/open coding (examples of three types), determining core themes, systematic team-based coding, maintaining a data audit trail, creating a Numeric Content Analysis (NCA) table, and preparing work for publication is provided. Materials include several tables and figures that offer practical demonstrations on how to use Nvivo in data analysis. Transcription tips and outsourcing benefits and cautions are also offered. Altogether, the present article provides qualitative researchers practical guidance for executing multiple stages of qualitative analysis.",3/22/22,9/29/25 19:27,142-159,2,4,,,,,,,
58FZWR45,journalArticle,2025,"Moolman, Jaco; Shuttleworth, Christina Cornelia",Qualitatively Pre-Testing a Tailored Financial Literacy Measurement Instrument for Professional Athletes,Journal of Risk and Financial Management,1911-8074,10.3390/jrfm18060317,https://www.mdpi.com/1911-8074/18/6/317,"<p>The aim of this study was to qualitatively pre-test a research instrument to assess the financial literacy skills of professional athletes who compete in a team sport environment. Questions were developed based on a review of the current literature and an analysis of qualitative data from twelve structured expert interviews, selected using actor–network theory and purposive sampling. The findings showed how qualitative data can be considered and enumerated to guide the development of 28 validated questions to assess financial literacy within a specific group. This study helps to fill a gap in the literature since there is a paucity of qualitatively mediated research that focuses on specific target groups in the field of financial literacy. This research instrument could be of value to professional athletes, sports club management, players’ associations, educators, researchers, sports agents, and advisors by providing them with a greater understanding of their clients’ financial literacy skills and financial needs.</p>",6/10/25,9/29/25 19:28,317,6,18,,,,,,,
LDVA5NLD,journalArticle,2021,"Blessett, Brandi; Gaynor, Tia Sherèe","Race, Racism and Administrative Callousness: Using Critical Race Theory for a Race-Conscious Public Administration.",Public Integrity,,10.1080/10999922.2021.1967011,https://research.ebsco.com/linkprocessor/plink?id=456ad809-dd67-34ae-a35a-738176f76f1a,"This special symposium examines CRT across public and nonprofit spaces to better understand the effects of denying race and racism within the spaces they govern. Although ever present across public administration and nonprofit institutions, explicit discussions and/or initiatives designed to address racism, at the root level, are rare. While an increasingly growing area of interest, the study of public administration continues to avoid explicit conversations capable of leading to institutional shifts in racial justice. The articles included within this symposium move the study of racism (as a system of oppression) by using critical race theory (as a tool to eradicate this unjust system) within the field forward. Each manuscript offers critical race theory as a tool for public administration to move beyond its traditional notions of neutrality, objectivity, and technical rationality into a discipline and practice that accurately contextualizes history, centers the lived experience, and values racial justice as worthy of prioritization and action.",2021,9/29/25 19:28,,5,23,Public Integrity,,,,,,Critical race theory; Internet laws; Internet Publishing and Broadcasting and Web Search Portals; Nonprofit organizations; Other General Government Support; Other Social Advocacy Organizations; Public administration; Public spaces; Race-conscious policy; Racial harassment; Racism; Wired Telecommunications Carriers
TG5LS9RC,journalArticle,2024,"La Serna, Jillian J.; Bivins, Emily; Benson, Tracey A.",Racial and Ethnic Bias in Scholastic Achievement Awards: A Collective Dual Language Case Study.,Journal of Latinos & Education,,10.1080/15348431.2024.2304566,https://research.ebsco.com/linkprocessor/plink?id=b0eaa824-224f-3e73-a7b0-a8199445bea4,"This mixed-methods case study examines data for over 1,500 student awards at two dual language elementary schools collected over the course of two years. Using descriptive statistics, this paper examines student representation by demographics in quarterly scholastic awards. Through document analysis of award descriptions, we analyze how students were selected by their teachers. Using Critical Race Theory (CRT) as a theoretical framework, findings show that across both schools, Latinx students were underrepresented in scholastic awards while White students were overrepresented. After examining and discussing student award data, this paper contextualizes the data within the literature on unconscious bias, inequity in DLBE programs, data-based SWPBIS systems, and explores implications for further research and school-based leadership.",2024,9/29/25 19:28,,5,23,Journal of Latinos & Education,,,,,,Critical race theory; Hispanic American students; Implicit bias; Racism; Student awards
